edge_id,from_node_id,from_node_type,to_node_id,to_node_type,relationship,timestamp,trip_id,rider_id,route_id,station_id,mode,rider_segment,edge_strength,fare_bucket,region,province,city,promotion,same_household,prior_interactions,dwell_seconds,distance_bucket,total_fare_cad,citation_issued
EDGE302189,R27532,Rider,V0190,Vehicle,BOARDED,2025-01-04 16:34:43,T101739,R27532,R024,S012,skytrain,Commuter,0.112,<$3,NA,BC,Vancouver,CarFreeDay,False,2,9,5-10km,2.89,False
EDGE302190,R56746,Rider,V0274,Vehicle,BOARDED,2024-12-13 03:21:02,T102374,R56746,R036,S012,wce,Senior,0.366,$3-$4.5,NA,BC,Vancouver,None,False,3,5,>=20km,3.17,False
EDGE302191,R74975,Rider,S004,Station,ALIGHTED,2024-02-17 10:11:42,T100425,R74975,R101,S004,bus,Commuter,0.341,<$3,NA,BC,Vancouver,NewYearPromo,False,6,36,2-5km,2.17,False
EDGE302192,R16955,Rider,V0322,Vehicle,BOARDED,2024-09-12 08:56:22,T100250,R16955,R083,S006,wce,Commuter,0.384,$4.5-$6.5,NA,BC,Vancouver,None,False,1,5,2-5km,4.61,False
EDGE302193,R84146,Rider,S017,Station,ALIGHTED,2024-08-09 21:03:30,T101130,R84146,R085,S017,wce,Commuter,0.595,<$3,NA,BC,Vancouver,None,False,2,5,10-20km,2.04,False
EDGE302194,S006,Station,S015,Station,CONNECTS_TO,2024-10-09 14:45:18,,,,S006,seabus,Student,0.346,<$3,NA,BC,Vancouver,None,False,0,44,>=20km,2.02,False
EDGE302195,R50046,Rider,V0111,Vehicle,BOARDED,2025-05-07 06:29:26,T102137,R50046,R117,S014,skytrain,Senior,0.371,<$3,NA,BC,Vancouver,None,False,3,5,>=20km,2.05,False
EDGE302196,S022,Station,S007,Station,CONNECTS_TO,2024-06-04 15:07:45,,,,S022,bus,Commuter,0.444,$3-$4.5,NA,BC,Vancouver,None,False,2,30,5-10km,3.1,False
EDGE302197,R82276,Rider,S014,Station,TRANSFERRED_TO,2025-03-08 10:51:57,T100852,R82276,R043,S014,wce,Commuter,0.377,$4.5-$6.5,NA,BC,Vancouver,None,False,0,29,2-5km,4.81,False
EDGE302198,R87629,Rider,S010,Station,ALIGHTED,2024-11-30 16:13:07,T101687,R87629,R060,S010,skytrain,Commuter,0.876,<$3,NA,BC,Vancouver,None,False,2,13,>=20km,1.91,False
EDGE302199,R001,Route,S008,Station,ROUTE_SERVES,2025-05-21 13:18:21,,,R001,S008,bus,Commuter,0.319,$4.5-$6.5,NA,BC,Vancouver,None,False,3,45,10-20km,4.59,False
EDGE302200,R92668,Rider,V0128,Vehicle,BOARDED,2024-03-24 16:57:44,T101341,R92668,R110,S003,skytrain,Senior,0.972,$3-$4.5,NA,BC,Vancouver,SportsFinalsPass,False,3,72,>=20km,3.1,False
EDGE302201,S028,Station,S011,Station,CONNECTS_TO,2024-10-24 21:08:41,,,,S028,bus,Commuter,0.181,$3-$4.5,NA,BC,Vancouver,None,False,3,37,5-10km,4.12,False
EDGE302202,R65051,Rider,S020,Station,TRANSFERRED_TO,2025-06-29 12:23:42,T101129,R65051,R001,S020,skytrain,Commuter,0.204,$3-$4.5,NA,BC,Vancouver,None,False,3,23,10-20km,3.16,False
EDGE302203,S010,Station,S030,Station,CONNECTS_TO,2024-01-25 16:16:49,,,,S010,skytrain,Commuter,0.546,$3-$4.5,NA,BC,Vancouver,None,False,3,44,>=20km,3.12,False
EDGE302204,S017,Station,S020,Station,CONNECTS_TO,2024-09-21 00:44:22,,,,S017,seabus,Senior,0.837,$4.5-$6.5,NA,BC,Vancouver,None,False,3,45,>=20km,4.57,False
EDGE302205,R31377,Rider,S028,Station,TRANSFERRED_TO,2025-01-07 10:07:53,T100685,R31377,R087,S028,bus,LowIncome,0.544,$3-$4.5,NA,BC,Vancouver,None,False,4,20,10-20km,3.2,False
EDGE302206,R27757,Rider,S018,Station,ALIGHTED,2025-04-14 23:17:51,T100857,R27757,R119,S018,bus,Commuter,0.241,$4.5-$6.5,NA,BC,Vancouver,None,False,4,29,>=20km,4.59,False
EDGE302207,R071,Route,S027,Station,ROUTE_SERVES,2024-03-24 04:08:15,,,R071,S027,seabus,Tourist,0.292,$3-$4.5,NA,BC,Vancouver,None,False,2,30,5-10km,3.12,False
EDGE302208,R069,Route,S019,Station,ROUTE_SERVES,2024-10-29 15:34:45,,,R069,S019,wce,Student,0.492,$3-$4.5,NA,BC,Vancouver,None,False,3,62,10-20km,4.25,False
EDGE302209,R19566,Rider,V0665,Vehicle,BOARDED,2024-02-18 22:05:35,T102257,R19566,R066,S025,skytrain,Student,0.932,$3-$4.5,NA,BC,Vancouver,None,False,1,52,>=20km,3.16,False
EDGE302210,R25074,Rider,V0003,Vehicle,BOARDED,2025-04-23 23:23:03,T101391,R25074,R089,S011,wce,Student,0.535,$4.5-$6.5,NA,BC,Vancouver,None,False,2,28,<2km,4.5,False
EDGE302211,R81467,Rider,V0305,Vehicle,BOARDED,2025-01-25 11:38:23,T101950,R81467,R006,S020,seabus,Occasional,0.81,$3-$4.5,NA,BC,Vancouver,None,False,3,15,10-20km,3.34,False
EDGE302212,R32814,Rider,R10239,Rider,SHARES_TRIP_WITH,2024-11-04 15:18:18,T102383,R32814,R078,S013,skytrain,Student,0.803,$4.5-$6.5,NA,BC,Vancouver,None,False,1,15,10-20km,4.51,False
EDGE302213,R109,Route,S012,Station,ROUTE_SERVES,2024-07-03 02:07:14,,,R109,S012,skytrain,Student,0.78,$3-$4.5,NA,BC,Vancouver,None,False,2,49,10-20km,3.18,False
EDGE302214,S030,Station,S010,Station,CONNECTS_TO,2025-04-03 04:50:23,,,,S030,skytrain,Commuter,0.423,$3-$4.5,NA,BC,Vancouver,None,False,2,33,5-10km,4.09,False
EDGE302215,R31417,Rider,V0508,Vehicle,BOARDED,2024-10-16 20:17:49,T101737,R31417,R043,S014,skytrain,Commuter,0.848,$3-$4.5,NA,BC,Vancouver,None,False,3,22,5-10km,3.15,False
EDGE302216,S022,Station,S014,Station,CONNECTS_TO,2024-02-24 07:48:53,,,,S022,skytrain,Senior,0.819,$3-$4.5,NA,BC,Vancouver,None,False,1,16,10-20km,3.17,False
EDGE302217,S008,Station,S010,Station,CONNECTS_TO,2024-01-22 14:04:51,,,,S008,bus,Commuter,0.147,$4.5-$6.5,NA,BC,Vancouver,None,False,4,26,2-5km,4.5,False
EDGE302218,R098,Route,S011,Station,ROUTE_SERVES,2024-03-17 20:38:43,,,R098,S011,skytrain,Student,0.383,<$3,NA,BC,Vancouver,None,False,1,29,>=20km,2.18,False
EDGE302219,R96926,Rider,V0521,Vehicle,BOARDED,2024-01-21 04:22:01,T100133,R96926,R083,S025,skytrain,Occasional,0.12,<$3,NA,BC,Vancouver,SportsFinalsPass,False,1,51,<2km,2.15,False
EDGE302220,R81328,Rider,S009,Station,ALIGHTED,2025-06-11 18:04:04,T102067,R81328,R022,S009,skytrain,Commuter,0.655,$3-$4.5,NA,BC,Vancouver,CarFreeDay,False,1,23,10-20km,3.17,False
EDGE302221,R30337,Rider,S028,Station,ALIGHTED,2025-01-08 11:48:12,T101242,R30337,R050,S028,bus,Commuter,0.877,$3-$4.5,NA,BC,Vancouver,HolidayFreeRide,False,1,62,10-20km,4.22,False
EDGE302222,R18827,Rider,V0439,Vehicle,BOARDED,2024-02-22 11:25:17,T101455,R18827,R038,S029,skytrain,Commuter,0.609,$4.5-$6.5,NA,BC,Vancouver,None,False,2,27,2-5km,4.52,False
EDGE302223,R22301,Rider,S030,Station,ALIGHTED,2025-03-14 11:52:21,T100270,R22301,R006,S030,bus,Tourist,0.113,>$6.5,NA,BC,Vancouver,None,False,3,28,>=20km,6.55,False
EDGE302224,S010,Station,S024,Station,CONNECTS_TO,2024-12-17 23:20:27,,,,S010,skytrain,Commuter,0.634,<$3,NA,BC,Vancouver,CarFreeDay,False,3,37,10-20km,2.15,False
EDGE302225,S008,Station,S010,Station,CONNECTS_TO,2025-02-10 03:53:23,,,,S008,bus,Senior,0.852,$4.5-$6.5,NA,BC,Vancouver,None,False,1,19,>=20km,4.58,False
EDGE302226,R65822,Rider,V0308,Vehicle,BOARDED,2025-01-11 02:00:19,T101408,R65822,R005,S023,skytrain,Commuter,0.495,$3-$4.5,NA,BC,Vancouver,None,False,1,15,5-10km,3.19,False
EDGE302227,S009,Station,S026,Station,CONNECTS_TO,2024-06-02 13:34:08,,,,S009,bus,Tourist,0.511,$3-$4.5,NA,BC,Vancouver,None,False,0,25,<2km,3.13,False
EDGE302228,R057,Route,S003,Station,ROUTE_SERVES,2025-02-03 02:45:03,,,R057,S003,skytrain,Occasional,0.906,$4.5-$6.5,NA,BC,Vancouver,None,False,1,26,2-5km,4.82,False
EDGE302229,S026,Station,S029,Station,CONNECTS_TO,2024-10-14 19:46:24,,,,S026,wce,Senior,0.903,$4.5-$6.5,NA,BC,Vancouver,None,False,2,38,<2km,4.54,False
EDGE302230,R38066,Rider,S010,Station,TRANSFERRED_TO,2024-08-23 00:22:14,T102114,R38066,R068,S010,skytrain,Student,0.6,$4.5-$6.5,NA,BC,Vancouver,None,False,6,48,>=20km,4.59,False
EDGE302231,S020,Station,S004,Station,CONNECTS_TO,2025-05-24 10:48:05,,,,S020,skytrain,LowIncome,0.829,$4.5-$6.5,NA,BC,Vancouver,None,False,2,43,10-20km,4.6,False
EDGE302232,R024,Route,S013,Station,ROUTE_SERVES,2024-03-04 05:14:24,,,R024,S013,skytrain,Commuter,0.167,<$3,NA,BC,Vancouver,None,False,4,39,10-20km,2.75,False
EDGE302233,R44287,Rider,V0544,Vehicle,BOARDED,2025-03-04 16:43:38,T100542,R44287,R107,S019,skytrain,Commuter,0.625,$3-$4.5,NA,BC,Vancouver,None,False,7,26,10-20km,3.15,False
EDGE302234,R30180,Rider,S030,Station,ALIGHTED,2025-03-08 19:55:03,T102403,R30180,R078,S030,bus,Commuter,0.373,$3-$4.5,NA,BC,Vancouver,None,False,2,57,10-20km,4.06,False
EDGE302235,R94160,Rider,V0452,Vehicle,BOARDED,2024-12-01 13:42:01,T100472,R94160,R118,S020,seabus,Commuter,0.917,$3-$4.5,NA,BC,Vancouver,None,False,2,48,>=20km,4.24,False
EDGE302236,R81480,Rider,S019,Station,TRANSFERRED_TO,2024-09-28 06:12:46,T102191,R81480,R002,S019,skytrain,Commuter,0.786,<$3,NA,BC,Vancouver,None,False,3,37,<2km,2.11,False
EDGE302237,R61725,Rider,R51919,Rider,SHARES_TRIP_WITH,2024-06-14 09:10:58,T102386,R61725,R110,S008,skytrain,Senior,0.107,<$3,NA,BC,Vancouver,None,False,2,43,10-20km,1.89,False
EDGE302238,S025,Station,S020,Station,CONNECTS_TO,2024-12-20 19:26:01,,,,S025,bus,Commuter,0.436,$3-$4.5,NA,BC,Vancouver,None,False,3,5,10-20km,3.07,False
EDGE302239,S008,Station,S027,Station,CONNECTS_TO,2024-06-18 03:28:08,,,,S008,bus,Senior,0.526,$3-$4.5,NA,BC,Vancouver,None,False,1,18,2-5km,3.13,False
EDGE302240,R31721,Rider,S023,Station,TRANSFERRED_TO,2025-04-19 14:50:11,T100555,R31721,R059,S023,skytrain,Commuter,0.863,$4.5-$6.5,NA,BC,Vancouver,CarFreeDay,False,0,11,10-20km,4.6,False
EDGE302241,R39975,Rider,V0560,Vehicle,BOARDED,2024-05-26 14:22:47,T101588,R39975,R037,S028,seabus,Senior,0.25,$3-$4.5,NA,BC,Vancouver,NewYearPromo,False,1,38,5-10km,3.17,False
EDGE302242,R019,Route,S009,Station,ROUTE_SERVES,2024-10-19 23:50:42,,,R019,S009,bus,Student,0.369,<$3,NA,BC,Vancouver,None,False,0,39,5-10km,2.17,False
EDGE302243,S009,Station,S019,Station,CONNECTS_TO,2024-09-05 06:00:11,,,,S009,wce,Commuter,0.532,$4.5-$6.5,NA,BC,Vancouver,None,False,3,46,>=20km,4.61,False
EDGE302244,R048,Route,S015,Station,ROUTE_SERVES,2025-03-29 10:37:31,,,R048,S015,bus,Commuter,0.584,$3-$4.5,NA,BC,Vancouver,None,False,2,69,>=20km,4.21,False
EDGE302245,S010,Station,S008,Station,CONNECTS_TO,2024-10-03 08:25:32,,,,S010,bus,Commuter,0.788,$4.5-$6.5,NA,BC,Vancouver,CarFreeDay,False,3,60,<2km,4.86,False
EDGE302246,R86746,Rider,V0210,Vehicle,BOARDED,2025-05-08 14:48:27,T101245,R86746,R111,S019,bus,Senior,0.113,<$3,NA,BC,Vancouver,SportsFinalsPass,False,3,33,10-20km,2.02,False
EDGE302247,S029,Station,S009,Station,CONNECTS_TO,2024-02-01 13:14:13,,,,S029,bus,Senior,0.429,$3-$4.5,NA,BC,Vancouver,HolidayFreeRide,False,2,46,5-10km,3.19,False
EDGE302248,R54259,Rider,V0681,Vehicle,BOARDED,2024-04-12 18:11:57,T100156,R54259,R102,S029,bus,Tourist,0.742,$3-$4.5,NA,BC,Vancouver,None,False,2,24,10-20km,3.13,False
EDGE302249,R81076,Rider,V0026,Vehicle,BOARDED,2024-08-23 23:53:28,T102488,R81076,R007,S014,skytrain,LowIncome,0.816,<$3,NA,BC,Vancouver,None,False,1,21,10-20km,2.16,False
EDGE302250,R52048,Rider,S009,Station,TRANSFERRED_TO,2025-05-08 08:08:50,T100056,R52048,R044,S009,skytrain,Occasional,0.886,$3-$4.5,NA,BC,Vancouver,CarFreeDay,False,6,49,>=20km,3.17,False
EDGE302251,S001,Station,S017,Station,CONNECTS_TO,2024-12-28 07:10:12,,,,S001,bus,Commuter,0.796,$4.5-$6.5,NA,BC,Vancouver,None,False,0,29,5-10km,4.53,False
EDGE302252,S025,Station,S022,Station,CONNECTS_TO,2024-10-19 06:27:25,,,,S025,skytrain,Student,0.38,$3-$4.5,NA,BC,Vancouver,None,False,0,52,10-20km,3.11,False
EDGE302253,R71135,Rider,V0836,Vehicle,BOARDED,2025-01-12 04:08:51,T100141,R71135,R072,S027,skytrain,Senior,0.681,<$3,NA,BC,Vancouver,None,False,1,95,10-20km,2.04,False
EDGE302254,R025,Route,S022,Station,ROUTE_SERVES,2024-05-14 07:11:13,,,R025,S022,bus,Student,0.159,<$3,NA,BC,Vancouver,None,False,3,39,10-20km,2.88,False
EDGE302255,R073,Route,S023,Station,ROUTE_SERVES,2025-06-15 18:15:34,,,R073,S023,bus,Commuter,0.858,<$3,NA,BC,Vancouver,CarFreeDay,False,3,42,5-10km,2.98,False
EDGE302256,R93935,Rider,V0218,Vehicle,BOARDED,2025-01-22 00:25:41,T102060,R93935,R012,S018,bus,Senior,0.323,$4.5-$6.5,NA,BC,Vancouver,None,False,4,7,10-20km,4.61,False
EDGE302257,R90161,Rider,V0456,Vehicle,BOARDED,2025-02-11 02:00:38,T100348,R90161,R102,S006,bus,Commuter,0.148,$3-$4.5,NA,BC,Vancouver,None,False,2,60,>=20km,3.16,False
EDGE302258,R11030,Rider,S005,Station,TRANSFERRED_TO,2024-04-24 11:09:26,T101597,R11030,R106,S005,bus,Tourist,0.832,$3-$4.5,NA,BC,Vancouver,CarFreeDay,False,1,8,>=20km,3.37,False
EDGE302259,R82221,Rider,S008,Station,TRANSFERRED_TO,2024-12-23 23:05:43,T102127,R82221,R043,S008,seabus,Commuter,0.414,<$3,NA,BC,Vancouver,None,False,2,21,10-20km,1.87,False
EDGE302260,R78941,Rider,V0724,Vehicle,BOARDED,2024-03-13 14:59:09,T101091,R78941,R056,S002,bus,Senior,0.219,<$3,NA,BC,Vancouver,None,False,0,16,5-10km,2.04,False
EDGE302261,R022,Route,S019,Station,ROUTE_SERVES,2024-09-11 03:39:35,,,R022,S019,seabus,Student,0.154,<$3,NA,BC,Vancouver,None,False,2,32,10-20km,2.18,False
EDGE302262,R83294,Rider,R93016,Rider,SHARES_TRIP_WITH,2024-08-03 08:08:41,T101644,R83294,R023,S011,skytrain,Occasional,0.177,>$6.5,NA,BC,Vancouver,None,False,2,18,10-20km,8.12,False
EDGE302263,R47709,Rider,S017,Station,TRANSFERRED_TO,2024-04-15 10:18:41,T100865,R47709,R001,S017,bus,Commuter,0.882,$3-$4.5,NA,BC,Vancouver,None,False,1,62,10-20km,4.2,False
EDGE302264,R97406,Rider,R50891,Rider,SHARES_TRIP_WITH,2024-10-20 16:15:30,T101770,R97406,R113,S014,bus,Commuter,0.782,<$3,NA,BC,Vancouver,None,False,3,68,<2km,2.89,False
EDGE302265,R075,Route,S005,Station,ROUTE_SERVES,2025-02-08 23:24:35,,,R075,S005,bus,Commuter,0.136,<$3,NA,BC,Vancouver,None,False,5,12,5-10km,1.9,False
EDGE302266,S020,Station,S024,Station,CONNECTS_TO,2025-03-05 17:37:25,,,,S020,bus,Commuter,0.559,<$3,NA,BC,Vancouver,SportsFinalsPass,False,3,28,5-10km,2.72,False
EDGE302267,R61454,Rider,S016,Station,TRANSFERRED_TO,2025-05-25 16:13:54,T100012,R61454,R058,S016,bus,Commuter,0.106,$4.5-$6.5,NA,BC,Vancouver,None,False,2,65,<2km,4.61,False
EDGE302268,S024,Station,S030,Station,CONNECTS_TO,2024-01-15 05:49:01,,,,S024,seabus,Tourist,0.845,$3-$4.5,NA,BC,Vancouver,HolidayFreeRide,False,2,58,10-20km,3.32,False
EDGE302269,R032,Route,S007,Station,ROUTE_SERVES,2024-11-19 07:00:31,,,R032,S007,skytrain,Occasional,0.912,<$3,NA,BC,Vancouver,SportsFinalsPass,False,3,39,10-20km,2.17,False
EDGE302270,R49840,Rider,S019,Station,TRANSFERRED_TO,2025-01-01 23:04:33,T100230,R49840,R016,S019,skytrain,Commuter,0.825,<$3,NA,BC,Vancouver,SportsFinalsPass,False,6,19,>=20km,2.05,False
EDGE302271,R117,Route,S022,Station,ROUTE_SERVES,2025-06-16 08:22:38,,,R117,S022,skytrain,Occasional,0.911,$3-$4.5,NA,BC,Vancouver,None,False,1,19,5-10km,3.36,False
EDGE302272,R73152,Rider,V0606,Vehicle,BOARDED,2024-03-15 06:34:40,T101680,R73152,R020,S027,skytrain,Student,0.507,$4.5-$6.5,NA,BC,Vancouver,None,False,3,33,5-10km,4.6,False
EDGE302273,R105,Route,S018,Station,ROUTE_SERVES,2025-01-08 22:03:35,,,R105,S018,seabus,Senior,0.334,<$3,NA,BC,Vancouver,CarFreeDay,False,1,26,10-20km,2.17,False
EDGE302274,R72580,Rider,V0635,Vehicle,BOARDED,2025-04-13 00:59:10,T100673,R72580,R084,S021,wce,Tourist,0.313,$3-$4.5,NA,BC,Vancouver,None,False,2,39,10-20km,3.36,False
EDGE302275,R89189,Rider,S025,Station,ALIGHTED,2024-04-27 09:30:45,T100638,R89189,R047,S025,wce,Occasional,0.911,<$3,NA,BC,Vancouver,None,False,4,41,10-20km,2.18,False
EDGE302276,S029,Station,S017,Station,CONNECTS_TO,2024-01-13 22:58:01,,,,S029,skytrain,Senior,0.792,<$3,NA,BC,Vancouver,NewYearPromo,False,0,66,10-20km,2.71,False
EDGE302277,R15696,Rider,S019,Station,TRANSFERRED_TO,2025-06-05 22:16:32,T101675,R15696,R101,S019,skytrain,Student,0.266,$3-$4.5,NA,BC,Vancouver,None,False,1,79,10-20km,3.14,False
EDGE302278,R57167,Rider,S028,Station,TRANSFERRED_TO,2024-11-03 21:53:15,T101822,R57167,R001,S028,bus,Student,0.443,$4.5-$6.5,NA,BC,Vancouver,None,False,3,42,>=20km,4.6,False
EDGE302279,R54660,Rider,S030,Station,TRANSFERRED_TO,2025-04-10 09:20:08,T101709,R54660,R091,S030,skytrain,Student,0.161,$3-$4.5,NA,BC,Vancouver,SportsFinalsPass,False,2,43,10-20km,3.2,False
EDGE302280,R066,Route,S009,Station,ROUTE_SERVES,2024-07-18 20:07:15,,,R066,S009,bus,Senior,0.424,$3-$4.5,NA,BC,Vancouver,None,False,2,16,10-20km,3.16,False
EDGE302281,R63315,Rider,V0355,Vehicle,BOARDED,2024-05-02 08:56:14,T101936,R63315,R102,S004,skytrain,Occasional,0.287,$3-$4.5,NA,BC,Vancouver,NewYearPromo,False,1,38,10-20km,3.38,False
EDGE302282,R13949,Rider,S008,Station,TRANSFERRED_TO,2024-08-25 02:54:30,T102375,R13949,R050,S008,skytrain,Commuter,0.333,$3-$4.5,NA,BC,Vancouver,None,False,2,5,5-10km,3.14,False
EDGE302283,R037,Route,S006,Station,ROUTE_SERVES,2024-07-22 23:40:06,,,R037,S006,skytrain,Senior,0.464,$4.5-$6.5,NA,BC,Vancouver,CarFreeDay,False,3,7,>=20km,6.25,False
EDGE302284,R085,Route,S004,Station,ROUTE_SERVES,2024-02-02 22:21:45,,,R085,S004,skytrain,Senior,0.317,$4.5-$6.5,NA,BC,Vancouver,None,False,3,43,2-5km,4.57,False
EDGE302285,S001,Station,S029,Station,CONNECTS_TO,2025-04-07 09:14:09,,,,S001,bus,Student,0.817,<$3,NA,BC,Vancouver,CarFreeDay,False,2,32,10-20km,2.09,False
EDGE302286,R65035,Rider,V0859,Vehicle,BOARDED,2024-08-05 20:56:50,T102390,R65035,R094,S025,bus,Commuter,0.893,>$6.5,NA,BC,Vancouver,None,False,1,48,>=20km,6.89,False
EDGE302287,R55681,Rider,S019,Station,TRANSFERRED_TO,2024-02-07 22:23:53,T100203,R55681,R022,S019,skytrain,Commuter,0.664,$3-$4.5,NA,BC,Vancouver,None,False,2,65,2-5km,3.19,False
EDGE302288,R96637,Rider,V0610,Vehicle,BOARDED,2024-08-17 23:29:13,T100856,R96637,R062,S015,bus,Student,0.586,$3-$4.5,NA,BC,Vancouver,None,False,0,8,10-20km,3.36,False
EDGE302289,S005,Station,S002,Station,CONNECTS_TO,2024-05-25 08:28:49,,,,S005,bus,Commuter,0.243,$4.5-$6.5,NA,BC,Vancouver,None,False,2,30,>=20km,4.52,False
EDGE302290,R051,Route,S023,Station,ROUTE_SERVES,2024-07-16 06:32:26,,,R051,S023,bus,Senior,0.666,$4.5-$6.5,NA,BC,Vancouver,CarFreeDay,False,2,29,10-20km,4.5,False
EDGE302291,R73715,Rider,V0066,Vehicle,BOARDED,2025-03-22 19:35:27,T102040,R73715,R004,S006,skytrain,Commuter,0.586,<$3,NA,BC,Vancouver,SportsFinalsPass,False,1,32,10-20km,2.07,False
EDGE302292,S004,Station,S028,Station,CONNECTS_TO,2024-08-09 14:37:47,,,,S004,bus,Commuter,0.712,$4.5-$6.5,NA,BC,Vancouver,None,False,2,11,5-10km,4.55,False
EDGE302293,R28147,Rider,S016,Station,TRANSFERRED_TO,2024-01-12 12:55:43,T100902,R28147,R002,S016,bus,LowIncome,0.156,<$3,NA,BC,Vancouver,None,False,5,25,>=20km,2.15,False
EDGE302294,R90766,Rider,V0563,Vehicle,BOARDED,2024-12-10 11:03:50,T100023,R90766,R030,S025,wce,Commuter,0.7,$4.5-$6.5,NA,BC,Vancouver,None,False,1,26,10-20km,4.52,False
EDGE302295,R61008,Rider,V0678,Vehicle,BOARDED,2024-10-25 21:26:14,T100730,R61008,R001,S002,bus,Commuter,0.395,$3-$4.5,NA,BC,Vancouver,None,False,3,5,10-20km,3.13,False
EDGE302296,R039,Route,S016,Station,ROUTE_SERVES,2025-05-16 13:16:36,,,R039,S016,wce,Commuter,0.411,$3-$4.5,NA,BC,Vancouver,None,False,0,50,5-10km,3.17,False
EDGE302297,R028,Route,S011,Station,ROUTE_SERVES,2024-09-11 07:37:41,,,R028,S011,skytrain,Commuter,0.128,<$3,NA,BC,Vancouver,CarFreeDay,False,1,5,10-20km,2.11,False
EDGE302298,R069,Route,S010,Station,ROUTE_SERVES,2024-09-12 23:40:24,,,R069,S010,skytrain,Commuter,0.961,$3-$4.5,NA,BC,Vancouver,None,False,0,45,>=20km,4.47,False
EDGE302299,R79585,Rider,V0048,Vehicle,BOARDED,2025-06-15 19:59:09,T102428,R79585,R033,S029,skytrain,Commuter,0.371,$3-$4.5,NA,BC,Vancouver,None,False,2,45,>=20km,3.14,False
EDGE302300,R38842,Rider,V0237,Vehicle,BOARDED,2024-08-21 22:41:12,T101984,R38842,R102,S028,bus,Tourist,0.597,$4.5-$6.5,NA,BC,Vancouver,None,False,5,63,10-20km,4.58,False
EDGE302301,R54658,Rider,V0434,Vehicle,BOARDED,2025-02-19 17:51:28,T100182,R54658,R050,S017,skytrain,Student,0.813,$3-$4.5,NA,BC,Vancouver,None,False,3,11,>=20km,3.34,False
EDGE302302,R59960,Rider,S012,Station,ALIGHTED,2025-05-07 17:57:31,T100042,R59960,R030,S012,skytrain,LowIncome,0.273,$4.5-$6.5,NA,BC,Vancouver,SportsFinalsPass,False,2,35,10-20km,6.16,False
EDGE302303,S007,Station,S010,Station,CONNECTS_TO,2024-05-09 09:08:03,,,,S007,seabus,Tourist,0.109,>$6.5,NA,BC,Vancouver,CarFreeDay,False,2,65,2-5km,6.87,False
EDGE302304,R63351,Rider,V0246,Vehicle,BOARDED,2024-08-03 03:01:00,T100354,R63351,R056,S021,bus,Commuter,0.201,$3-$4.5,NA,BC,Vancouver,HolidayFreeRide,False,4,53,10-20km,3.1,False
EDGE302305,R38773,Rider,V0502,Vehicle,BOARDED,2025-02-20 09:30:43,T102357,R38773,R086,S023,skytrain,Commuter,0.481,$4.5-$6.5,NA,BC,Vancouver,None,False,4,24,10-20km,4.53,False
EDGE302306,S026,Station,S014,Station,CONNECTS_TO,2024-09-28 18:24:12,,,,S026,bus,Commuter,0.527,$3-$4.5,NA,BC,Vancouver,None,False,3,54,10-20km,3.31,False
EDGE302307,S012,Station,S011,Station,CONNECTS_TO,2024-10-07 09:53:31,,,,S012,bus,Commuter,0.439,$3-$4.5,NA,BC,Vancouver,None,False,1,57,10-20km,3.17,False
EDGE302308,R87552,Rider,V0578,Vehicle,BOARDED,2025-03-21 21:16:12,T100738,R87552,R069,S016,bus,Tourist,0.57,$4.5-$6.5,NA,BC,Vancouver,None,False,4,52,10-20km,4.82,False
EDGE302309,R020,Route,S026,Station,ROUTE_SERVES,2024-08-28 19:28:08,,,R020,S026,bus,Student,0.686,$4.5-$6.5,NA,BC,Vancouver,None,False,3,41,5-10km,4.52,False
EDGE302310,R88915,Rider,S019,Station,ALIGHTED,2024-11-18 18:37:45,T101709,R88915,R014,S019,skytrain,Senior,0.89,$3-$4.5,NA,BC,Vancouver,HolidayFreeRide,False,3,30,5-10km,3.4,False
EDGE302311,R81413,Rider,S005,Station,ALIGHTED,2025-03-27 23:02:36,T101053,R81413,R094,S005,bus,Occasional,0.791,<$3,NA,BC,Vancouver,CarFreeDay,False,2,39,2-5km,2.07,False
EDGE302312,S028,Station,S025,Station,CONNECTS_TO,2024-08-03 12:56:25,,,,S028,bus,Senior,0.941,<$3,NA,BC,Vancouver,None,False,5,42,>=20km,2.16,False
EDGE302313,R49226,Rider,S005,Station,TRANSFERRED_TO,2024-12-26 09:26:40,T100192,R49226,R054,S005,bus,Commuter,0.902,$4.5-$6.5,NA,BC,Vancouver,None,False,4,39,>=20km,4.58,False
EDGE302314,S002,Station,S008,Station,CONNECTS_TO,2024-01-24 08:11:04,,,,S002,seabus,Student,0.438,>$6.5,NA,BC,Vancouver,None,False,1,18,10-20km,11.17,False
EDGE302315,R68250,Rider,S001,Station,ALIGHTED,2024-05-04 23:12:57,T100038,R68250,R028,S001,seabus,Commuter,0.153,$4.5-$6.5,NA,BC,Vancouver,None,False,2,12,5-10km,4.56,False
EDGE302316,R87445,Rider,S002,Station,ALIGHTED,2025-02-03 20:06:09,T101578,R87445,R056,S002,skytrain,Student,0.851,<$3,NA,BC,Vancouver,None,False,1,5,>=20km,2.03,False
EDGE302317,R079,Route,S010,Station,ROUTE_SERVES,2025-04-17 19:18:03,,,R079,S010,seabus,Student,0.964,$3-$4.5,NA,BC,Vancouver,None,False,2,31,2-5km,4.1,False
