trip_id,rider_id,route_id,mode,origin_station_id,destination_station_id,board_datetime,alight_datetime,country,province,fare_class,payment_method,transfers,zones_charged,distance_km,base_fare_cad,discount_rate,discount_amount_cad,yvr_addfare_cad,total_fare_cad,on_time_arrival,service_disruption,polyline_stations
T102249,R86003,R112,skytrain,S022,S006,2025-06-05 16:21:36,2025-06-05 16:39:13,CA,BC,youth,compass_card,0,1,9.02,3.19,0.32,1.02,0.0,2.17,True,False,S019|S017|S006|S030|S004|S017
T102250,R25535,R041,bus,S007,S021,2024-12-09 10:00:23,2024-12-09 10:35:30,CA,BC,adult,contactless_cc,0,1,8.75,3.1,0.0,0.0,0.0,3.1,True,False,S005|S021|S011|S016|S023|S018|S028|S013|S027|S015
T102251,R26875,R061,skytrain,S004,S023,2024-06-15 01:57:57,2024-06-15 02:15:27,CA,BC,adult,contactless_cc,0,1,7.3,3.17,0.0,0.0,0.0,3.17,True,False,S018|S003|S012|S008|S013|S005|S009|S028|S016
T102252,R86562,R085,bus,S007,S027,2024-04-08 08:30:48,2024-04-08 08:47:03,CA,BC,adult,compass_card,1,1,6.55,3.13,0.0,0.0,0.0,3.13,True,False,S013|S002|S013|S002|S017|S027|S028|S022|S024
T102253,R69469,R112,skytrain,S025,S028,2024-06-30 20:55:49,2024-06-30 21:10:21,CA,BC,adult,compass_card,0,1,11.05,3.11,0.0,0.0,0.0,3.11,True,False,S019|S004|S029|S017|S003
T102254,R67778,R114,skytrain,S022,S021,2025-04-21 13:39:18,2025-04-21 13:54:05,CA,BC,adult,compass_card,0,1,9.94,3.15,0.0,0.0,0.0,3.15,True,False,S011|S018|S020|S019|S024|S018|S017|S013|S026|S018|S022
T102255,R36631,R037,wce,S007,S011,2024-05-10 19:40:38,2024-05-10 19:47:02,CA,BC,adult,mobile_pay,0,1,5.04,3.13,0.0,0.0,0.0,3.13,True,False,S011|S005|S016|S026|S007|S011|S022|S014|S013|S015
T102256,R38039,R050,skytrain,S013,S003,2024-05-05 11:59:42,2024-05-05 12:27:43,CA,BC,adult,compass_card,0,1,14.83,3.19,0.0,0.0,0.0,3.19,True,False,S016|S001|S017|S004|S012|S019|S016|S021|S013|S010
T102257,R15696,R031,bus,S016,S027,2025-03-05 17:58:45,2025-03-05 18:21:24,CA,BC,adult,compass_card,1,1,7.6,3.13,0.0,0.0,0.0,3.13,True,False,S025|S010|S026|S022|S024
T102258,R28298,R009,skytrain,S002,S018,2025-04-29 07:45:33,2025-04-29 07:59:08,CA,BC,adult,compass_card,1,2,7.38,4.58,0.0,0.0,0.0,4.58,True,False,S027|S002|S008|S003|S011|S030|S019|S025|S030|S019|S018
T102259,R46449,R007,wce,S006,S022,2024-01-08 02:52:51,2024-01-08 03:03:14,CA,BC,youth,compass_card,1,1,8.88,3.11,0.32,1.0,0.0,2.11,True,False,S011|S025|S002|S019|S001|S003|S011
T102260,R36747,R079,bus,S013,S007,2024-01-09 17:03:18,2024-01-09 18:08:19,CA,BC,adult,mobile_pay,1,1,11.34,3.17,0.0,0.0,0.0,3.17,True,False,S012|S019|S002|S028|S027|S022|S029|S014
T102261,R54180,R089,skytrain,S024,S017,2024-11-24 19:56:03,2024-11-24 20:10:34,CA,BC,youth,compass_card,1,1,8.05,3.1,0.32,0.99,0.0,2.11,True,False,S017|S029|S006|S018|S012|S023|S024|S002
T102262,R54934,R103,bus,S030,S007,2024-03-10 18:05:07,2024-03-10 18:38:24,CA,BC,adult,compass_card,0,1,10.54,3.17,0.0,0.0,0.0,3.17,True,False,S004|S016|S006|S030|S008
T102263,R11687,R080,bus,S023,S011,2024-04-10 07:27:23,2024-04-10 08:15:06,CA,BC,senior,mobile_pay,0,1,12.31,3.2,0.35,1.12,0.0,2.08,True,False,S003|S024|S007|S017|S007|S020|S022
T102264,R46183,R053,skytrain,S020,S001,2024-10-26 21:30:01,2024-10-26 21:41:00,CA,BC,adult,contactless_cc,1,1,6.84,3.2,0.0,0.0,0.0,3.2,True,False,S002|S014|S007|S030|S023|S004
T102265,R41033,R059,bus,S030,S010,2024-08-02 01:04:52,2024-08-02 01:28:28,CA,BC,adult,compass_card,0,1,9.23,3.17,0.0,0.0,0.0,3.17,True,False,S001|S030|S008|S023|S028|S027|S011|S006|S014|S028
T102266,R34140,R065,bus,S008,S013,2024-08-06 19:23:45,2024-08-06 19:54:49,CA,BC,senior,cash,0,1,10.53,3.35,0.35,1.17,0.0,2.18,False,False,S030|S027|S013|S002|S006|S005|S021|S008|S021|S023|S009
T102267,R38277,R045,bus,S029,S014,2024-05-27 23:39:26,2024-05-27 23:55:34,CA,BC,senior,compass_card,1,1,6.4,3.19,0.35,1.12,0.0,2.07,False,False,S022|S019|S024|S029|S030|S021|S010|S007|S030|S021|S025
T102268,R15235,R043,skytrain,S030,S009,2024-07-17 21:36:19,2024-07-17 21:47:58,CA,BC,adult,cash,0,1,8.11,3.36,0.0,0.0,0.0,3.36,False,False,S014|S024|S001|S015|S028|S014
T102269,R93695,R120,skytrain,S013,S009,2025-06-13 01:17:29,2025-06-13 01:25:32,CA,BC,adult,compass_card,0,1,5.26,3.12,0.0,0.0,0.0,3.12,True,False,S027|S030|S007|S028|S025
T102270,R12160,R032,skytrain,S016,S009,2024-01-14 16:10:45,2024-01-14 16:31:33,CA,BC,low_income,compass_card,1,1,10.1,3.19,0.4,1.28,0.0,1.91,True,False,S020|S001|S022|S024|S013|S002|S024
T102271,R79871,R002,skytrain,S025,S015,2024-01-12 15:05:11,2024-01-12 15:18:47,CA,BC,adult,compass_card,0,1,6.75,3.12,0.0,0.0,0.0,3.12,True,False,S005|S023|S024|S008|S003|S022|S004
T102272,R53064,R043,bus,S004,S007,2024-10-02 00:51:23,2024-10-02 01:16:09,CA,BC,adult,mobile_pay,0,1,8.39,3.13,0.0,0.0,0.0,3.13,True,False,S029|S026|S016|S003|S007|S019|S011|S006|S025|S009|S023
T102273,R93723,R011,bus,S023,S024,2024-11-03 00:23:54,2024-11-03 00:29:47,CA,BC,adult,compass_card,1,1,2.78,3.2,0.0,0.0,0.0,3.2,False,False,S013|S010|S019|S010|S011|S029|S019
T102274,R74140,R116,bus,S009,S004,2024-05-05 01:17:29,2024-05-05 01:33:14,CA,BC,adult,compass_card,2,1,5.68,3.13,0.0,0.0,0.0,3.13,False,False,S025|S004|S014|S028|S030|S029|S007
T102275,R90690,R042,bus,S003,S019,2024-03-11 16:52:29,2024-03-11 17:04:56,CA,BC,adult,contactless_cc,0,1,4.86,3.12,0.0,0.0,0.0,3.12,True,False,S028|S016|S007|S005|S018
T102276,R96911,R037,bus,S002,S017,2024-02-28 18:40:15,2024-02-28 19:49:51,CA,BC,adult,contactless_cc,0,1,18.01,3.16,0.0,0.0,0.0,3.16,True,False,S016|S004|S005|S009|S002|S028|S013|S006|S003
T102277,R75618,R028,seabus,S025,S023,2024-08-04 01:22:46,2024-08-04 01:35:36,CA,BC,senior,compass_card,1,1,13.9,3.17,0.35,1.11,0.0,2.06,True,False,S026|S003|S009|S015|S021|S012|S016|S025|S005
T102278,R92347,R037,bus,S015,S021,2025-04-17 02:40:58,2025-04-17 03:19:22,CA,BC,adult,compass_card,0,1,14.7,3.12,0.0,0.0,0.0,3.12,True,False,S025|S002|S023|S017|S026|S007|S026|S007|S025
T102279,R17432,R032,bus,S011,S002,2025-02-07 09:36:04,2025-02-07 09:55:40,CA,BC,adult,compass_card,0,1,7.74,3.13,0.0,0.0,0.0,3.13,True,False,S019|S001|S006|S012|S029|S009|S006|S013
T102280,R70207,R090,skytrain,S015,S007,2025-05-15 05:15:30,2025-05-15 05:36:39,CA,BC,adult,compass_card,0,2,11.11,4.61,0.0,0.0,0.0,4.61,True,False,S029|S021|S002|S014|S013|S005|S011|S018|S003
T102281,R93302,R015,skytrain,S008,S006,2025-03-17 18:16:57,2025-03-17 18:46:53,CA,BC,adult,compass_card,0,1,14.06,3.16,0.0,0.0,0.0,3.16,True,False,S021|S007|S012|S023|S025|S015|S001|S029|S015|S003|S028
T102282,R60901,R085,skytrain,S008,S021,2024-11-04 20:52:54,2024-11-04 21:02:59,CA,BC,low_income,compass_card,0,1,6.42,3.17,0.4,1.27,0.0,1.9,True,False,S017|S010|S019|S006|S005|S019|S011|S002
T102283,R34241,R054,bus,S004,S023,2024-04-17 12:36:39,2024-04-17 12:53:33,CA,BC,adult,contactless_cc,0,1,7.71,3.18,0.0,0.0,0.0,3.18,True,False,S003|S015|S018|S019|S001|S021
T102284,R84835,R074,bus,S024,S006,2025-05-01 23:06:37,2025-05-01 23:45:59,CA,BC,adult,contactless_cc,0,1,12.48,3.1,0.0,0.0,0.0,3.1,True,False,S024|S011|S013|S002|S006|S030|S004|S023|S008|S001|S014
T102285,R47529,R100,wce,S001,S020,2024-09-30 16:42:29,2024-09-30 16:56:08,CA,BC,adult,contactless_cc,0,1,11.64,3.12,0.0,0.0,5.0,8.12,True,False,S002|S028|S013|S026|S019|S004|S029|S008|S026
T102286,R85794,R079,skytrain,S021,S002,2025-05-10 07:01:10,2025-05-10 07:14:53,CA,BC,adult,cash,1,1,6.64,3.34,0.0,0.0,0.0,3.34,True,False,S019|S018|S003|S001|S022|S028|S016|S020|S022
T102287,R21805,R052,bus,S013,S010,2025-05-15 06:05:37,2025-05-15 06:26:21,CA,BC,youth,contactless_cc,1,1,9.05,3.17,0.32,1.01,0.0,2.16,True,False,S022|S020|S013|S016|S025|S008|S023|S016
T102288,R29731,R085,skytrain,S020,S009,2025-04-20 21:30:05,2025-04-20 21:44:59,CA,BC,adult,compass_card,1,1,10.54,3.16,0.0,0.0,0.0,3.16,True,False,S012|S022|S015|S017|S030|S005|S016|S019
T102289,R53751,R011,bus,S029,S012,2024-04-29 06:14:52,2024-04-29 06:49:16,CA,BC,tourist,compass_card,1,1,10.56,3.1,0.1,0.31,0.0,2.79,True,False,S008|S005|S011|S022|S025|S006|S014|S009|S030
T102290,R29188,R065,skytrain,S006,S013,2025-02-16 04:33:38,2025-02-16 04:54:02,CA,BC,senior,contactless_cc,0,1,10.01,3.11,0.35,1.09,0.0,2.02,True,False,S024|S001|S015|S027|S010
T102291,R95430,R102,wce,S005,S002,2024-12-07 04:43:12,2024-12-07 05:02:22,CA,BC,senior,mobile_pay,0,1,14.15,3.14,0.35,1.1,0.0,2.04,True,False,S015|S014|S024|S030|S018
T102292,R63172,R092,skytrain,S028,S008,2025-01-23 23:37:38,2025-01-23 23:51:45,CA,BC,senior,compass_card,0,1,10.47,3.11,0.35,1.09,0.0,2.02,True,False,S013|S005|S028|S021|S012|S007|S014|S015|S030
T102293,R64770,R088,seabus,S014,S016,2024-09-21 11:05:08,2024-09-21 11:18:01,CA,BC,youth,compass_card,2,1,6.54,3.1,0.32,0.99,0.0,2.11,True,False,S024|S015|S016|S013|S016
T102294,R94935,R018,skytrain,S012,S011,2024-11-24 04:52:06,2024-11-24 05:10:52,CA,BC,adult,cash,1,1,11.73,3.33,0.0,0.0,0.0,3.33,True,False,S011|S023|S013|S005|S025
T102295,R62369,R120,seabus,S017,S007,2024-04-04 01:24:52,2024-04-04 01:39:14,CA,BC,adult,compass_card,0,1,5.24,3.11,0.0,0.0,0.0,3.11,True,False,S008|S007|S024|S007|S020|S007|S029|S024
T102296,R62739,R092,skytrain,S022,S027,2024-05-13 20:46:02,2024-05-13 21:02:06,CA,BC,adult,mobile_pay,1,1,10.06,3.14,0.0,0.0,0.0,3.14,True,False,S020|S012|S030|S015|S019
T102297,R39943,R013,bus,S028,S025,2024-06-26 07:47:53,2024-06-26 08:21:05,CA,BC,youth,compass_card,0,1,10.37,3.1,0.32,0.99,0.0,2.11,True,False,S026|S014|S012|S022|S010|S007|S014
T102298,R39289,R013,skytrain,S005,S017,2025-02-19 17:27:05,2025-02-19 17:54:42,CA,BC,adult,compass_card,2,2,15.7,4.6,0.0,0.0,0.0,4.6,True,False,S004|S019|S022|S015|S010|S030|S027
T102299,R44184,R054,bus,S025,S029,2025-04-20 19:13:53,2025-04-20 19:44:32,CA,BC,adult,compass_card,1,1,14.56,3.15,0.0,0.0,0.0,3.15,True,False,S020|S014|S002|S008|S007|S012
T102300,R31925,R051,skytrain,S018,S030,2024-12-17 02:10:45,2024-12-17 02:38:23,CA,BC,adult,compass_card,2,1,22.13,3.21,0.0,0.0,0.0,3.21,True,False,S006|S023|S013|S018|S014|S006|S016|S001|S024|S007
T102301,R40173,R108,wce,S013,S020,2025-02-17 15:31:09,2025-02-17 15:34:17,CA,BC,adult,mobile_pay,1,1,2.48,3.19,0.0,0.0,0.0,3.19,True,False,S022|S006|S010|S025|S022|S019
T102302,R66584,R077,skytrain,S025,S005,2024-11-13 11:09:05,2024-11-13 11:25:27,CA,BC,low_income,mobile_pay,0,1,8.72,3.18,0.4,1.27,0.0,1.91,True,False,S021|S013|S020|S027|S026
T102303,R86123,R027,skytrain,S007,S005,2024-11-25 10:16:47,2024-11-25 10:31:59,CA,BC,tourist,compass_card,2,2,8.44,4.5,0.1,0.45,0.0,4.05,True,False,S014|S011|S016|S008|S029
T102304,R31137,R026,skytrain,S024,S005,2025-02-20 02:59:14,2025-02-20 03:24:33,CA,BC,adult,compass_card,1,1,12.59,3.15,0.0,0.0,0.0,3.15,True,False,S025|S016|S011|S021|S026|S020
T102305,R22696,R033,bus,S017,S025,2024-07-30 10:11:04,2024-07-30 10:43:27,CA,BC,adult,cash,1,1,8.82,3.39,0.0,0.0,0.0,3.39,True,False,S021|S030|S002|S023|S004|S027|S003|S004|S001
T102306,R67237,R024,bus,S001,S029,2024-09-13 22:18:54,2024-09-13 23:05:53,CA,BC,adult,compass_card,0,1,14.81,3.13,0.0,0.0,0.0,3.13,True,False,S028|S002|S012|S029|S003
T102307,R10706,R116,skytrain,S011,S030,2024-07-31 20:39:53,2024-07-31 20:53:23,CA,BC,adult,compass_card,1,1,9.79,3.1,0.0,0.0,0.0,3.1,True,False,S012|S007|S025|S005|S008|S011|S028|S003|S013
T102308,R84706,R050,seabus,S020,S011,2025-01-14 10:59:53,2025-01-14 11:12:33,CA,BC,senior,mobile_pay,0,1,6.04,3.13,0.35,1.1,0.0,2.03,True,False,S019|S030|S027|S015|S017|S011|S024|S006|S011|S010
T102309,R96733,R106,bus,S004,S027,2025-01-26 22:38:14,2025-01-26 23:34:31,CA,BC,adult,compass_card,1,1,22.17,3.1,0.0,0.0,0.0,3.1,True,False,S018|S006|S030|S029|S005|S007|S015|S004|S019|S021|S014
T102310,R86530,R043,wce,S006,S019,2025-06-11 22:28:11,2025-06-11 22:52:27,CA,BC,youth,compass_card,0,1,19.47,3.19,0.32,1.02,0.0,2.17,True,False,S018|S022|S016|S024|S009
T102311,R58097,R098,bus,S023,S029,2025-02-12 20:47:27,2025-02-12 21:20:22,CA,BC,adult,contactless_cc,0,1,10.8,3.19,0.0,0.0,0.0,3.19,True,False,S029|S008|S004|S023|S005
T102312,R48719,R083,skytrain,S030,S015,2025-04-24 16:17:11,2025-04-24 16:47:49,CA,BC,adult,mobile_pay,0,2,17.06,4.51,0.0,0.0,0.0,4.51,True,False,S004|S026|S002|S006|S030|S013|S017
T102313,R15128,R062,wce,S013,S017,2024-09-24 15:30:55,2024-09-24 15:42:19,CA,BC,adult,contactless_cc,0,2,11.37,4.59,0.0,0.0,0.0,4.59,False,False,S006|S026|S001|S020|S024|S028|S012|S016|S020
T102314,R87899,R069,skytrain,S019,S006,2024-05-24 23:50:42,2024-05-25 00:08:10,CA,BC,low_income,compass_card,1,1,10.73,3.12,0.4,1.25,0.0,1.87,True,False,S015|S030|S001|S017|S023|S019|S012|S030|S011|S003|S030
T102315,R65100,R069,skytrain,S012,S003,2024-12-10 16:26:24,2024-12-10 16:41:52,CA,BC,adult,contactless_cc,0,2,10.67,4.5,0.0,0.0,0.0,4.5,True,False,S006|S005|S021|S010|S023|S013|S005|S004
T102316,R87827,R066,wce,S030,S026,2024-04-20 13:04:47,2024-04-20 13:17:38,CA,BC,adult,mobile_pay,0,1,9.95,3.12,0.0,0.0,0.0,3.12,True,False,S022|S007|S022|S011|S010|S024|S027|S026|S003|S013|S021
T102317,R54604,R081,bus,S026,S016,2024-12-16 11:56:59,2024-12-16 12:42:13,CA,BC,adult,contactless_cc,2,1,17.39,3.19,0.0,0.0,0.0,3.19,True,False,S001|S021|S030|S019|S014|S006|S013
T102318,R79752,R087,bus,S028,S009,2024-08-29 20:07:11,2024-08-29 20:30:16,CA,BC,adult,compass_card,1,1,10.57,3.16,0.0,0.0,0.0,3.16,False,False,S007|S018|S009|S018|S030|S001|S017|S011|S030|S006
T102319,R69193,R059,wce,S002,S022,2024-11-07 21:05:40,2024-11-07 21:11:40,CA,BC,senior,compass_card,1,1,5.09,3.1,0.35,1.08,0.0,2.02,True,False,S008|S024|S010|S009|S016|S014|S011|S002|S010|S025
T102320,R21569,R080,skytrain,S025,S022,2024-03-17 11:57:36,2024-03-17 12:44:49,CA,BC,senior,mobile_pay,1,1,21.47,3.11,0.35,1.09,0.0,2.02,True,False,S015|S023|S003|S012|S019|S002|S006|S029
T102321,R67359,R072,skytrain,S030,S020,2025-02-25 07:57:44,2025-02-25 08:19:46,CA,BC,youth,compass_card,1,2,11.05,4.51,0.32,1.44,0.0,3.07,True,False,S001|S025|S019|S001|S011|S014|S007|S030
T102322,R20626,R074,bus,S016,S013,2024-04-04 06:32:07,2024-04-04 06:57:05,CA,BC,adult,compass_card,1,1,10.61,3.18,0.0,0.0,0.0,3.18,True,False,S013|S002|S024|S022|S009|S024|S013|S011|S013|S027|S017
T102323,R75547,R108,bus,S028,S026,2024-06-06 13:12:29,2024-06-06 13:38:50,CA,BC,adult,compass_card,0,1,10.71,3.16,0.0,0.0,0.0,3.16,True,False,S014|S015|S024|S011|S005|S013|S025|S009|S019|S007|S017
T102324,R54391,R063,bus,S010,S009,2025-05-30 18:14:13,2025-05-30 18:45:14,CA,BC,adult,mobile_pay,2,1,9.25,3.2,0.0,0.0,0.0,3.2,False,False,S003|S016|S023|S003|S027
T102325,R31001,R105,skytrain,S022,S011,2025-05-20 04:24:23,2025-05-20 04:30:54,CA,BC,youth,compass_card,0,2,3.55,4.51,0.32,1.44,0.0,3.07,True,False,S028|S017|S030|S004|S001|S027|S005|S027
T102326,R20007,R010,bus,S025,S004,2025-01-10 00:49:49,2025-01-10 01:21:43,CA,BC,adult,contactless_cc,0,1,10.41,3.17,0.0,0.0,0.0,3.17,True,False,S008|S003|S007|S013|S003|S006|S020|S027|S008
T102327,R73409,R004,bus,S025,S003,2024-09-14 09:36:42,2024-09-14 09:45:06,CA,BC,adult,compass_card,0,1,3.3,3.15,0.0,0.0,0.0,3.15,False,False,S028|S003|S001|S025|S001|S025|S027|S011
T102328,R69024,R039,wce,S028,S020,2025-06-15 18:27:05,2025-06-15 18:36:48,CA,BC,youth,compass_card,0,1,8.19,3.13,0.32,1.0,0.0,2.13,True,False,S003|S006|S020|S022|S029|S015|S022|S029|S011|S027
T102329,R80498,R053,skytrain,S022,S004,2024-06-22 17:03:21,2024-06-22 17:05:59,CA,BC,youth,compass_card,1,1,1.11,3.14,0.32,1.0,0.0,2.14,True,False,S020|S004|S002|S024|S005|S008|S025
T102330,R55231,R027,bus,S030,S003,2025-01-07 11:36:02,2025-01-07 12:04:30,CA,BC,youth,compass_card,1,1,12.44,3.11,0.32,1.0,0.0,2.11,True,False,S006|S003|S024|S003|S001|S015
T102331,R30102,R090,seabus,S026,S022,2025-06-10 06:53:26,2025-06-10 07:05:17,CA,BC,youth,compass_card,0,1,7.17,3.21,0.32,1.03,0.0,2.18,True,False,S008|S007|S002|S024|S003|S014|S011
T102332,R91242,R059,skytrain,S021,S017,2025-01-08 01:50:49,2025-01-08 01:59:46,CA,BC,adult,mobile_pay,0,1,7.0,3.16,0.0,0.0,0.0,3.16,True,False,S007|S017|S028|S007|S024
T102333,R60362,R043,skytrain,S016,S021,2024-09-17 14:00:08,2024-09-17 14:08:37,CA,BC,adult,compass_card,1,2,6.64,4.54,0.0,0.0,0.0,4.54,True,False,S023|S006|S017|S010|S025|S022|S019|S029|S028|S002|S016
T102334,R26057,R061,bus,S006,S018,2025-05-17 18:14:07,2025-05-17 19:09:51,CA,BC,adult,compass_card,2,1,25.3,3.15,0.0,0.0,0.0,3.15,False,False,S001|S004|S007|S008|S010|S005|S030|S018|S020
T102335,R35322,R005,bus,S007,S024,2025-05-26 11:54:40,2025-05-26 12:24:14,CA,BC,senior,compass_card,0,1,11.62,3.19,0.35,1.12,0.0,2.07,False,False,S004|S024|S026|S003|S008|S006
T102336,R13067,R058,skytrain,S028,S011,2024-03-10 17:08:00,2024-03-10 17:28:12,CA,BC,adult,compass_card,0,1,15.11,3.15,0.0,0.0,0.0,3.15,True,False,S025|S008|S006|S014|S022|S028|S019|S010|S021|S014|S018
T102337,R65006,R093,bus,S021,S010,2024-11-11 09:47:58,2024-11-11 10:11:43,CA,BC,adult,mobile_pay,0,1,8.29,3.11,0.0,0.0,0.0,3.11,True,False,S007|S015|S009|S028|S012|S025|S008|S018
T102338,R13866,R058,bus,S001,S022,2025-01-20 05:22:10,2025-01-20 05:47:36,CA,BC,adult,compass_card,0,1,12.15,3.19,0.0,0.0,0.0,3.19,True,False,S029|S022|S009|S011|S026|S006|S003|S002|S004|S017
T102339,R35808,R036,skytrain,S012,S030,2024-02-19 00:16:28,2024-02-19 00:27:59,CA,BC,adult,compass_card,0,2,8.09,4.53,0.0,0.0,0.0,4.53,True,False,S024|S002|S021|S026|S028|S014|S003|S023|S026|S030
T102340,R84188,R104,wce,S023,S015,2024-07-25 12:49:46,2024-07-25 13:04:57,CA,BC,adult,compass_card,1,1,13.31,3.12,0.0,0.0,0.0,3.12,True,False,S001|S025|S022|S003|S012|S020|S026|S012|S024|S022
T102341,R19757,R061,skytrain,S020,S023,2024-12-27 08:30:53,2024-12-27 08:44:35,CA,BC,adult,compass_card,0,1,8.29,3.15,0.0,0.0,0.0,3.15,True,False,S003|S020|S009|S025|S028|S011|S016|S012|S025|S027
T102342,R79638,R116,skytrain,S016,S012,2025-04-29 12:16:11,2025-04-29 12:34:04,CA,BC,adult,compass_card,0,1,10.55,3.19,0.0,0.0,0.0,3.19,True,False,S016|S010|S026|S016|S011|S019|S025|S007|S009|S020|S006
T102343,R66048,R075,bus,S002,S024,2024-03-28 03:10:34,2024-03-28 03:41:42,CA,BC,adult,compass_card,0,1,13.54,3.19,0.0,0.0,0.0,3.19,True,False,S012|S015|S016|S030|S015|S011|S027
T102344,R81384,R099,bus,S028,S013,2024-03-07 02:46:24,2024-03-07 03:07:05,CA,BC,low_income,cash,0,1,8.07,3.32,0.4,1.33,0.0,1.99,True,False,S015|S029|S030|S015|S016|S005|S006|S025|S026
T102345,R84295,R095,seabus,S013,S015,2024-08-08 08:15:34,2024-08-08 08:29:35,CA,BC,adult,cash,0,1,5.72,3.32,0.0,0.0,0.0,3.32,True,False,S001|S029|S005|S027|S011|S014
T102346,R18040,R035,skytrain,S028,S021,2024-03-07 12:14:22,2024-03-07 12:24:27,CA,BC,adult,mobile_pay,1,2,5.76,4.54,0.0,0.0,0.0,4.54,True,False,S005|S014|S012|S001|S015
T102347,R65573,R024,bus,S026,S028,2025-03-28 16:21:22,2025-03-28 16:45:11,CA,BC,senior,compass_card,0,1,11.17,3.11,0.35,1.09,0.0,2.02,True,False,S022|S030|S006|S005|S020
T102348,R44045,R055,skytrain,S006,S008,2024-03-13 22:00:34,2024-03-13 22:24:16,CA,BC,adult,compass_card,1,1,15.49,3.11,0.0,0.0,0.0,3.11,False,False,S004|S001|S014|S017|S005|S010|S012|S007|S001|S017|S013
T102349,R36218,R099,skytrain,S006,S011,2024-09-16 18:40:10,2024-09-16 19:01:18,CA,BC,adult,compass_card,0,1,14.86,3.14,0.0,0.0,0.0,3.14,True,False,S027|S029|S018|S009|S008|S007|S017
T102350,R97583,R116,wce,S020,S025,2024-01-08 12:19:48,2024-01-08 12:28:10,CA,BC,adult,compass_card,1,1,6.05,3.11,0.0,0.0,0.0,3.11,True,False,S016|S014|S015|S029|S006
T102351,R23096,R008,bus,S016,S023,2024-12-01 21:57:48,2024-12-01 22:19:00,CA,BC,adult,mobile_pay,0,1,9.18,3.14,0.0,0.0,0.0,3.14,True,False,S002|S013|S004|S003|S012|S024|S016|S021|S010|S005|S009
T102352,R63784,R036,bus,S017,S016,2024-11-05 10:52:36,2024-11-05 12:14:54,CA,BC,adult,compass_card,0,1,23.34,3.11,0.0,0.0,0.0,3.11,False,False,S026|S007|S015|S017|S001
T102353,R84046,R093,bus,S010,S022,2024-02-19 00:58:46,2024-02-19 01:24:22,CA,BC,adult,mobile_pay,0,1,13.1,3.14,0.0,0.0,0.0,3.14,True,False,S006|S012|S022|S010|S023|S020
T102354,R39000,R066,bus,S014,S021,2024-08-10 13:42:51,2024-08-10 14:03:56,CA,BC,tourist,contactless_cc,1,1,6.06,3.21,0.1,0.32,0.0,2.89,True,False,S004|S021|S005|S018|S010
T102355,R22128,R063,bus,S011,S025,2024-04-18 05:42:41,2024-04-18 05:48:07,CA,BC,youth,contactless_cc,0,1,2.22,3.18,0.32,1.02,0.0,2.16,True,False,S012|S027|S023|S029|S005|S013|S020|S016|S003|S001
T102356,R11046,R035,skytrain,S015,S012,2025-05-31 09:48:29,2025-05-31 09:59:53,CA,BC,youth,compass_card,1,1,6.99,3.15,0.32,1.01,0.0,2.14,True,False,S014|S008|S007|S012|S024|S008|S029|S030|S011
T102357,R74729,R109,wce,S021,S030,2024-10-22 05:20:03,2024-10-22 05:28:37,CA,BC,adult,compass_card,0,1,7.78,3.11,0.0,0.0,0.0,3.11,True,False,S016|S027|S009|S019|S011
T102358,R69998,R096,bus,S019,S027,2025-01-07 21:41:02,2025-01-07 21:56:17,CA,BC,adult,contactless_cc,0,1,6.33,3.1,0.0,0.0,0.0,3.1,True,False,S011|S024|S007|S030|S005|S012|S027
T102359,R78041,R119,skytrain,S021,S019,2024-12-04 00:00:22,2024-12-04 00:12:54,CA,BC,adult,compass_card,1,2,5.91,4.58,0.0,0.0,0.0,4.58,True,False,S030|S008|S024|S019|S021|S008|S028
T102360,R31515,R081,bus,S027,S008,2024-08-23 14:24:15,2024-08-23 14:42:21,CA,BC,adult,compass_card,0,1,6.72,3.18,0.0,0.0,0.0,3.18,False,False,S016|S020|S016|S030|S001|S012|S018
T102361,R96253,R099,skytrain,S029,S004,2024-04-19 03:24:02,2024-04-19 03:49:51,US,BC,adult,compass_card,1,1,14.55,3.1,0.0,0.0,0.0,3.1,True,False,S013|S026|S005|S021|S011|S003|S018|S016|S015|S021|S030
T102362,R66173,R100,seabus,S029,S024,2025-03-25 11:54:35,2025-03-25 12:09:25,CA,BC,senior,compass_card,0,2,6.68,4.58,0.35,1.6,0.0,2.98,True,False,S009|S003|S016|S013|S026
T102363,R46359,R064,bus,S007,S027,2024-05-07 12:49:52,2024-05-07 13:25:48,CA,BC,adult,compass_card,0,1,11.84,3.18,0.0,0.0,0.0,3.18,True,False,S025|S009|S024|S005|S013|S029|S025
T102364,R67991,R068,wce,S002,S017,2024-12-02 04:23:48,2024-12-02 04:48:53,CA,BC,adult,compass_card,0,2,18.38,4.54,0.0,0.0,0.0,4.54,True,False,S008|S009|S022|S001|S012|S013|S028|S020|S016|S019|S005
T102365,R90076,R018,seabus,S026,S009,2024-04-12 19:11:20,2024-04-12 19:26:43,CA,BC,senior,compass_card,2,1,22.6,3.16,0.35,1.11,0.0,2.05,True,False,S011|S017|S011|S021|S030|S018
T102366,R81532,R042,bus,S007,S028,2024-01-26 19:40:37,2024-01-26 19:57:14,CA,BC,low_income,compass_card,0,1,6.09,3.11,0.4,1.24,0.0,1.87,True,False,S026|S021|S007|S021|S020
